season,team,espn_team_id,date,opponent,result,team_score,opp_score,is_win
2026,St Louis,139,"Wed, Jan 14",Fordham,W 78-56,78,56,True
2026,St Louis,139,"Sat, Jan 17",Richmond,W 88-63,88,63,True
2026,St Louis,139,"Tue, Jan 20",Duquesne,W 81-77,81,77,True
2026,St Louis,139,"Fri, Jan 23",St Bonaventure,W 97-62,97,62,True
2026,St Louis,139,"Tue, Jan 27",G Washington,W 79-76,79,76,True
2026,St Louis,139,"Fri, Jan 30",Dayton,W 102-71,102,71,True
2026,St Louis,139,"Tue, Feb 3",Davidson,W 91-82,91,82,True
2026,St Louis,139,"Sat, Feb 7",La Salle,W 82-58,82,58,True
2026,St Louis,139,"Fri, Feb 13",Loyola-Chicago,W 86-59,86,59,True
2026,St Louis,139,"Tue, Feb 17",Rhode Island,L 81-76,81,76,False
2026,St Louis,139,"Fri, Feb 20",VCU,W 88-75,88,75,True
2026,St Louis,139,"Tue, Feb 24",Dayton,L 77-62,77,62,False
2026,St Louis,139,"Sat, Feb 28",Duquesne,W 91-76,91,76,True
2026,St Louis,139,"Wed, Mar 4",Loyola-Chicago,W 79-65,79,65,True
2026,St Louis,139,"Sat, Mar 7",George Mason,L 86-57,86,57,False
2026,St Louis,139,"Fri, Mar 13",G Washington,W 88-81,88,81,True
2026,St Louis,139,"Sat, Mar 14",Dayton,L 70-69,70,69,False
2026,South Florida,58,"Mon, Nov 3",Florida A&M,W 102-67,102,67,True
2026,South Florida,58,"Sat, Nov 8",G Washington,L 99-95,99,95,False
2026,South Florida,58,"Wed, Nov 12",Coppin St,W 100-50,100,50,True
2026,South Florida,58,"Sun, Nov 16",Kennesaw,W 108-89,108,89,True
2026,South Florida,58,"Wed, Nov 19",Oklahoma St,L 103-95,103,95,False
2026,South Florida,58,"Wed, Nov 26",VCU,L 78-66,78,66,False
2026,South Florida,58,"Fri, Nov 28",Colorado St,L 83-68,83,68,False
2026,South Florida,58,"Thu, Dec 4",Utah St,W 74-61,74,61,True
2026,South Florida,58,"Wed, Dec 10",Col Charleston,W 81-75,81,75,True
2026,South Florida,58,"Wed, Dec 17",Alabama,L 104-93,104,93,False
2026,South Florida,58,"Sun, Dec 21",UMBC,W 94-69,94,69,True
2026,South Florida,58,"Mon, Dec 29",Georgia College,W 111-50,111,50,True
2026,South Florida,58,"Wed, Jan 7",North Texas,W 74-70,74,70,True
2026,South Florida,58,"Sat, Jan 10",Tulsa,W 93-78,93,78,True
2026,South Florida,58,"Wed, Jan 14",East Carolina,W 82-71,82,71,True
2026,South Florida,58,"Thu, Jan 22",UAB,W 82-69,82,69,True
2026,South Florida,58,"Sun, Jan 25",FL Atlantic,W 89-75,89,75,True
2026,South Florida,58,"Wed, Jan 28",Tulane,W 97-83,97,83,True
2026,South Florida,58,"Sat, Jan 31",Temple,L 79-78,79,78,False
2026,South Florida,58,"Wed, Feb 4",UT San Antonio,W 109-88,109,88,True
2026,South Florida,58,"Sun, Feb 8",Tulsa,W 80-74,80,74,True
2026,South Florida,58,"Wed, Feb 11",Wichita St,W 66-58,66,58,True
2026,South Florida,58,"Thu, Feb 19",Memphis,W 87-66,87,66,True
2026,South Florida,58,"Wed, Feb 25",Rice,W 75-56,75,56,True
2026,South Florida,58,"Sun, Mar 1",Tulane,W 90-62,90,62,True
2026,South Florida,58,"Thu, Mar 5",Memphis,W 96-89,96,89,True
2026,South Florida,58,"Sun, Mar 8",Charlotte,W 83-60,83,60,True
2026,South Florida,58,"Sat, Mar 14",Charlotte,W 86-64,86,64,True
2026,South Florida,58,"Sun, Mar 15",Wichita St,W 70-55,70,55,True
2026,Northern Iowa,2460,"Thu, Nov 6",CS Northridge,W 86-57,86,57,True
2026,Northern Iowa,2460,"Sun, Nov 9",S Dakota St,W 65-58,65,58,True
2026,Northern Iowa,2460,"Fri, Nov 14",Furman,W 70-54,70,54,True
2026,Northern Iowa,2460,"Tue, Nov 18",N Illinois,W 70-57,70,57,True
2026,Northern Iowa,2460,"Tue, Nov 25",Loyola-Chicago,W 72-51,72,51,True
2026,Northern Iowa,2460,"Wed, Nov 26",Tulsa,L 63-60,63,60,False
2026,Northern Iowa,2460,"Mon, Dec 1",Coe,W 99-34,99,34,True
2026,Northern Iowa,2460,"Sat, Dec 13",Oakland,W 75-63,75,63,True
2026,Northern Iowa,2460,"Wed, Dec 17",IL Chicago,W 60-54,60,54,True
2026,Northern Iowa,2460,"Mon, Dec 22",St Mary's CA,L 63-58,63,58,False
2026,Northern Iowa,2460,"Mon, Dec 29",Valparaiso,W 58-48,58,48,True
2026,Northern Iowa,2460,"Thu, Jan 1",Indiana St,W 75-66,75,66,True
2026,Northern Iowa,2460,"Sun, Jan 4",Evansville,W 62-48,62,48,True
2026,Northern Iowa,2460,"Wed, Jan 7",Belmont,L 78-65,78,65,False
2026,Northern Iowa,2460,"Sat, Jan 10",Bradley,L 75-69,75,69,False
2026,Northern Iowa,2460,"Tue, Jan 13",IL Chicago,L 69-61,69,61,False
2026,Northern Iowa,2460,"Sat, Jan 17",Valparaiso,L 54-44,54,44,False
2026,Northern Iowa,2460,"Wed, Jan 21",Illinois St,L 59-54,59,54,False
2026,Northern Iowa,2460,"Sat, Jan 24",Murray St,W 81-76,81,76,True
2026,Northern Iowa,2460,"Wed, Jan 28",S Illinois,L 65-50,65,50,False
2026,Northern Iowa,2460,"Sat, Jan 31",Evansville,W 71-55,71,55,True
2026,Northern Iowa,2460,"Fri, Feb 6",Bradley,W 61-49,61,49,True
2026,Northern Iowa,2460,"Mon, Feb 9",Murray St,W 89-60,89,60,True
2026,Northern Iowa,2460,"Thu, Feb 12",Belmont,L 91-86,91,86,False
2026,Northern Iowa,2460,"Sun, Feb 15",Drake,W 86-62,86,62,True
2026,Northern Iowa,2460,"Wed, Feb 18",Indiana St,W 81-60,81,60,True
2026,Northern Iowa,2460,"Sat, Feb 21",S Illinois,L 59-57,59,57,False
2026,Northern Iowa,2460,"Wed, Feb 25",Illinois St,L 71-69,71,69,False
2026,Northern Iowa,2460,"Sun, Mar 1",Drake,W 75-53,75,53,True
2026,Northern Iowa,2460,"Thu, Mar 5",Evansville,W 68-59,68,59,True
2026,Northern Iowa,2460,"Fri, Mar 6",Illinois St,W 74-52,74,52,True
2026,Northern Iowa,2460,"Sat, Mar 7",Bradley,W 73-69,73,69,True
2026,Northern Iowa,2460,"Sun, Mar 8",IL Chicago,W 84-69,84,69,True
2026,Miami OH,193,"Mon, Nov 3",Old Dominion,W 87-72,87,72,True
2026,Miami OH,193,"Fri, Nov 7",Trinity Christian (IL),W 129-49,129,49,True
2026,Miami OH,193,"Sat, Nov 15",Air Force,W 76-61,76,61,True
2026,Miami OH,193,"Thu, Nov 20",Mercyhurst,W 76-71,76,71,True
2026,Miami OH,193,"Sun, Nov 23",Ark Pine Bluff,W 111-84,111,84,True
2026,Miami OH,193,"Wed, Nov 26",UNC Greensboro,W 82-71,82,71,True
2026,Miami OH,193,"Tue, Dec 2",Indiana University East,W 109-65,109,65,True
2026,Miami OH,193,"Sat, Dec 6",Maine,W 93-61,93,61,True
2026,Miami OH,193,"Sat, Dec 13",E Kentucky,W 79-69,79,69,True
2026,Miami OH,193,"Tue, Dec 16",Wright St,W 83-76,83,76,True
2026,Miami OH,193,"Sat, Dec 20",Ball St,W 86-77,86,77,True
2026,Miami OH,193,"Mon, Dec 22",Milligan,W 135-81,135,81,True
2026,Miami OH,193,"Tue, Dec 30",Bowling Green,W 93-83,93,83,True
2026,Miami OH,193,"Sat, Jan 3",Akron,W 76-73,76,73,True
2026,Miami OH,193,"Tue, Jan 6",W Michigan,W 87-76,87,76,True
2026,Miami OH,193,"Fri, Jan 9",Toledo,W 87-73,87,73,True
2026,Miami OH,193,"Tue, Jan 13",C Michigan,W 100-61,100,61,True
2026,Miami OH,193,"Tue, Jan 27",Massachusetts,W 86-84,86,84,True
2026,Miami OH,193,"Sat, Jan 31",N Illinois,W 85-61,85,61,True
2026,Miami OH,193,"Tue, Feb 3",Buffalo,W 73-71,73,71,True
2026,Miami OH,193,"Sat, Feb 7",Marshall,W 90-74,90,74,True
2026,Miami OH,193,"Fri, Feb 13",Ohio,W 90-74,90,74,True
2026,Miami OH,193,"Tue, Feb 17",Massachusetts,W 86-77,86,77,True
2026,Miami OH,193,"Fri, Feb 20",Bowling Green,W 91-77,91,77,True
2026,Miami OH,193,"Tue, Feb 24",E Michigan,W 74-64,74,64,True
2026,Miami OH,193,"Fri, Feb 27",W Michigan,W 69-67,69,67,True
2026,Miami OH,193,"Tue, Mar 3",Toledo,W 74-72,74,72,True
2026,Miami OH,193,"Thu, Mar 12",Massachusetts,L 87-83,87,83,False
2026,McNeese St,2377,"Mon, Nov 3",Champion Christian,W 127-65,127,65,True
2026,McNeese St,2377,"Fri, Nov 7",Santa Clara,L 79-67,79,67,False
2026,McNeese St,2377,"Mon, Nov 10",College Of Biblical Studies,W 132-50,132,50,True
2026,McNeese St,2377,"Fri, Nov 14",Louisiana,W 88-62,88,62,True
2026,McNeese St,2377,"Sun, Nov 23",G Washington,W 92-86,92,86,True
2026,McNeese St,2377,"Mon, Nov 24",Murray St,W 73-60,73,60,True
2026,McNeese St,2377,"Tue, Nov 25",MTSU,W 72-62,72,62,True
2026,McNeese St,2377,"Mon, Dec 1",Incarnate Word,L 71-67,71,67,False
2026,McNeese St,2377,"Fri, Dec 5",Northwestern LA,W 92-54,92,54,True
2026,McNeese St,2377,"Tue, Dec 9",Rhode Island,W 66-64,66,64,True
2026,McNeese St,2377,"Fri, Dec 12",East Texas A&M,W 102-66,102,66,True
2026,McNeese St,2377,"Mon, Dec 15",Houston Chr,W 78-68,78,68,True
2026,McNeese St,2377,"Mon, Dec 29",Michigan,L 112-71,112,71,False
2026,McNeese St,2377,"Fri, Jan 2",Lamar,W 82-70,82,70,True
2026,McNeese St,2377,"Mon, Jan 5",SF Austin,W 66-64,66,64,True
2026,McNeese St,2377,"Sat, Jan 10",SE Louisiana,W 73-61,73,61,True
2026,McNeese St,2377,"Mon, Jan 12",Nicholls St,W 94-68,94,68,True
2026,McNeese St,2377,"Sat, Jan 17",UTRGV,L 79-76,79,76,False
2026,McNeese St,2377,"Mon, Jan 19",TAM C. Christi,W 69-53,69,53,True
2026,McNeese St,2377,"Sat, Jan 24",New Orleans,W 82-63,82,63,True
2026,McNeese St,2377,"Tue, Jan 27",SE Louisiana,W 76-66,76,66,True
2026,McNeese St,2377,"Sat, Jan 31",Lamar,W 64-63,64,63,True
2026,McNeese St,2377,"Mon, Feb 2",SF Austin,L 67-60,67,60,False
2026,McNeese St,2377,"Sat, Feb 7",Incarnate Word,W 81-64,81,64,True
2026,McNeese St,2377,"Mon, Feb 9",Houston Chr,W 73-69,73,69,True
2026,McNeese St,2377,"Sat, Feb 14",East Texas A&M,W 97-54,97,54,True
2026,McNeese St,2377,"Mon, Feb 16",Northwestern LA,W 75-64,75,64,True
2026,McNeese St,2377,"Sat, Feb 21",TAM C. Christi,W 70-54,70,54,True
2026,McNeese St,2377,"Mon, Feb 23",UTRGV,W 75-68,75,68,True
2026,McNeese St,2377,"Sat, Feb 28",New Orleans,W 66-63,66,63,True
2026,McNeese St,2377,"Mon, Mar 2",Nicholls St,W 75-65,75,65,True
2026,McNeese St,2377,"Wed, Mar 11",SF Austin,W 76-59,76,59,True
2026,Hofstra,2275,"Mon, Nov 3",UCF,L 82-78,82,78,False
2026,Hofstra,2275,"Fri, Nov 7",Iona,L 81-73,81,73,False
2026,Hofstra,2275,"Mon, Nov 10",Molloy,W 95-61,95,61,True
2026,Hofstra,2275,"Fri, Nov 14",Bucknell,W 83-77,83,77,True
2026,Hofstra,2275,"Wed, Nov 19",Temple,L 81-76,81,76,False
2026,Hofstra,2275,"Fri, Nov 28",La Salle,W 63-58,63,58,True
2026,Hofstra,2275,"Sat, Nov 29",Merrimack,W 78-58,78,58,True
2026,Hofstra,2275,"Sun, Nov 30",Penn,W 77-60,77,60,True
2026,Hofstra,2275,"Wed, Dec 3",Columbia,L 72-70,72,70,False
2026,Hofstra,2275,"Sun, Dec 7",Pittsburgh,W 80-73,80,73,True
2026,Hofstra,2275,"Wed, Dec 10",Old Westbury,W 92-23,92,23,True
2026,Hofstra,2275,"Sat, Dec 13",Syracuse,W 70-69,70,69,True
2026,Hofstra,2275,"Sun, Dec 21",Quinnipiac,W 74-66,74,66,True
2026,Hofstra,2275,"Mon, Dec 29",Campbell,W 86-72,86,72,True
2026,Hofstra,2275,"Sat, Jan 3",Drexel,W 70-67,70,67,True
2026,Hofstra,2275,"Thu, Jan 8",Towson,W 78-67,78,67,True
2026,Hofstra,2275,"Thu, Jan 15",Stony Brook,L 76-71,76,71,False
2026,Hofstra,2275,"Sat, Jan 17",Elon,L 89-85,89,85,False
2026,Hofstra,2275,"Thu, Jan 22",NC A&T,L 79-78,79,78,False
2026,Hofstra,2275,"Sat, Jan 24",William & Mary,L 89-82,89,82,False
2026,Hofstra,2275,"Thu, Jan 29",Col Charleston,L 66-64,66,64,False
2026,Hofstra,2275,"Sat, Jan 31",Monmouth NJ,W 73-57,73,57,True
2026,Hofstra,2275,"Thu, Feb 5",Northeastern,W 80-63,80,63,True
2026,Hofstra,2275,"Sat, Feb 7",Towson,W 71-49,71,49,True
2026,Hofstra,2275,"Thu, Feb 12",Col Charleston,W 66-62,66,62,True
2026,Hofstra,2275,"Sat, Feb 14",UNC Wilmington,L 70-66,70,66,False
2026,Hofstra,2275,"Thu, Feb 19",Hampton,W 79-43,79,43,True
2026,Hofstra,2275,"Sat, Feb 21",Northeastern,W 82-68,82,68,True
2026,Hofstra,2275,"Sat, Feb 28",Stony Brook,W 67-58,67,58,True
2026,Hofstra,2275,"Tue, Mar 3",Drexel,W 62-51,62,51,True
2026,Hofstra,2275,"Sun, Mar 8",William & Mary,W 92-61,92,61,True
2026,Hofstra,2275,"Tue, Mar 10",Monmouth NJ,W 75-69,75,69,True
2026,Cal Baptist,2856,"Mon, Nov 3",SC Upstate,W 87-75,87,75,True
2026,Cal Baptist,2856,"Fri, Nov 7",UC Irvine,W 69-61,69,61,True
2026,Cal Baptist,2856,"Fri, Nov 14",W Illinois,W 69-59,69,59,True
2026,Cal Baptist,2856,"Tue, Nov 18",UC Riverside,W 80-57,80,57,True
2026,Cal Baptist,2856,"Fri, Nov 21",Grambling,W 72-59,72,59,True
2026,Cal Baptist,2856,"Tue, Nov 25",San Diego,W 76-61,76,61,True
2026,Cal Baptist,2856,"Sat, Nov 29",Oregon St,W 75-69,75,69,True
2026,Cal Baptist,2856,"Mon, Dec 1",Colorado,L 78-70,78,70,False
2026,Cal Baptist,2856,"Wed, Dec 3",BYU,L 91-60,91,60,False
2026,Cal Baptist,2856,"Sat, Dec 6",Utah,L 91-85,91,85,False
2026,Cal Baptist,2856,"Fri, Dec 12",E Washington,W 88-83,88,83,True
2026,Cal Baptist,2856,"Tue, Dec 16",Southern Univ,W 75-67,75,67,True
2026,Cal Baptist,2856,"Sat, Dec 20",CS Sacramento,W 74-67,74,67,True
2026,Cal Baptist,2856,"Mon, Dec 29",Utah Valley,L 73-66,73,66,False
2026,Cal Baptist,2856,"Thu, Jan 1",UT Arlington,L 63-51,63,51,False
2026,Cal Baptist,2856,"Thu, Jan 8",Utah Tech,W 84-72,84,72,True
2026,Cal Baptist,2856,"Sat, Jan 10",Southern Utah,W 58-55,58,55,True
2026,Cal Baptist,2856,"Thu, Jan 15",Abilene Chr,W 74-58,74,58,True
2026,Cal Baptist,2856,"Wed, Jan 21",Utah Tech,W 73-64,73,64,True
2026,Cal Baptist,2856,"Thu, Feb 5",Tarleton St,W 56-55,56,55,True
2026,Cal Baptist,2856,"Sat, Feb 7",Abilene Chr,W 65-63,65,63,True
2026,Cal Baptist,2856,"Thu, Feb 12",Southern Utah,W 83-66,83,66,True
2026,Cal Baptist,2856,"Sat, Feb 14",Utah Tech,L 70-65,70,65,False
2026,Cal Baptist,2856,"Thu, Feb 19",Utah Valley,L 65-46,65,46,False
2026,Cal Baptist,2856,"Thu, Feb 26",UT Arlington,W 68-56,68,56,True
2026,Cal Baptist,2856,"Sat, Feb 28",Tarleton St,W 82-67,82,67,True
2026,Cal Baptist,2856,"Thu, Mar 5",Abilene Chr,W 87-48,87,48,True
2026,Cal Baptist,2856,"Sat, Mar 7",Southern Utah,W 82-75,82,75,True
2026,Cal Baptist,2856,"Fri, Mar 13",Utah Tech,W 86-72,86,72,True
2026,Cal Baptist,2856,"Sat, Mar 14",Utah Valley,W 63-61,63,61,True
2026,Hawaii,62,"Tue, Nov 4",Oregon,L 60-59,60,59,False
2026,Hawaii,62,"Mon, Nov 10",East Texas A&M,W 100-74,100,74,True
2026,Hawaii,62,"Wed, Nov 12",MS Valley St,W 88-56,88,56,True
2026,Hawaii,62,"Fri, Nov 14",Manhattan,W 86-56,86,56,True
2026,Hawaii,62,"Sat, Nov 15",Utah Tech,W 68-62,68,62,True
2026,Hawaii,62,"Thu, Nov 20",Arizona St,L 83-76,83,76,False
2026,Hawaii,62,"Mon, Nov 24",Hawai'i Pacific,W 88-76,88,76,True
2026,Hawaii,62,"Fri, Nov 28",North Dakota,W 92-55,92,55,True
2026,Hawaii,62,"Thu, Dec 4",UC Davis,W 75-69,75,69,True
2026,Hawaii,62,"Sat, Dec 6",CS Fullerton,W 69-59,69,59,True
2026,Hawaii,62,"Wed, Dec 10",Hawai'i Hilo,W 98-46,98,46,True
2026,Hawaii,62,"Sat, Dec 13",UTEP,W 66-61,66,61,True
2026,Hawaii,62,"Thu, Jan 1",UC Riverside,W 88-45,88,45,True
2026,Hawaii,62,"Sat, Jan 3",UC San Diego,L 83-73,83,73,False
2026,Hawaii,62,"Sat, Jan 10",UC Irvine,W 67-66,67,66,True
2026,Hawaii,62,"Thu, Jan 15",Cal Poly,W 86-66,86,66,True
2026,Hawaii,62,"Sat, Jan 17",UC Santa Barbara,L 77-62,77,62,False
2026,Hawaii,62,"Thu, Jan 22",CS Bakersfield,W 98-71,98,71,True
2026,Hawaii,62,"Sat, Jan 24",CS Northridge,W 89-68,89,68,True
2026,Hawaii,62,"Sat, Jan 31",Long Beach St,W 89-82,89,82,True
2026,Hawaii,62,"Sat, Feb 7",UC San Diego,W 72-67,72,67,True
2026,Hawaii,62,"Thu, Feb 12",CS Bakersfield,W 89-74,89,74,True
2026,Hawaii,62,"Sat, Feb 14",CS Northridge,L 84-60,84,60,False
2026,Hawaii,62,"Thu, Feb 19",Cal Poly,L 86-75,86,75,False
2026,Hawaii,62,"Thu, Feb 26",UC Davis,W 77-73,77,73,True
2026,Hawaii,62,"Sat, Feb 28",CS Fullerton,W 87-85,87,85,True
2026,Hawaii,62,"Thu, Mar 5",UC Riverside,W 93-74,93,74,True
2026,Hawaii,62,"Sat, Mar 7",Long Beach St,L 84-75,84,75,False
2026,Hawaii,62,"Fri, Mar 13",CS Fullerton,W 78-63,78,63,True
2026,Hawaii,62,"Sat, Mar 14",UC Irvine,W 71-64,71,64,True
2026,High Point,2272,"Mon, Nov 3",Furman,W 97-71,97,71,True
2026,High Point,2272,"Sat, Nov 8",Averett,W 127-52,127,52,True
2026,High Point,2272,"Tue, Nov 11",Jacksonville,W 85-64,85,64,True
2026,High Point,2272,"Fri, Nov 14",UAB,L 91-74,91,74,False
2026,High Point,2272,"Mon, Nov 17",Canisius,W 93-50,93,50,True
2026,High Point,2272,"Thu, Nov 20",IL Chicago,W 90-80,90,80,True
2026,High Point,2272,"Sat, Nov 22",Incarnate Word,W 91-80,91,80,True
2026,High Point,2272,"Sat, Nov 29",W Carolina,W 93-73,93,73,True
2026,High Point,2272,"Wed, Dec 3",S Illinois,L 86-84,86,84,False
2026,High Point,2272,"Fri, Dec 5",NJIT,W 89-72,89,72,True
2026,High Point,2272,"Tue, Dec 16",Mary Baldwin,W 129-47,129,47,True
2026,High Point,2272,"Fri, Dec 19",La Salle,W 84-72,84,72,True
2026,High Point,2272,"Mon, Dec 22",Bryant,W 93-47,93,47,True
2026,High Point,2272,"Sun, Dec 28",Pfeiffer,W 123-64,123,64,True
2026,High Point,2272,"Wed, Dec 31",UNC Asheville,W 87-69,87,69,True
2026,High Point,2272,"Sat, Jan 3",Longwood,W 80-67,80,67,True
2026,High Point,2272,"Wed, Jan 7",Gardner Webb,W 104-49,104,49,True
2026,High Point,2272,"Wed, Jan 14",Winthrop,L 92-75,92,75,False
2026,High Point,2272,"Sat, Jan 17",SC Upstate,W 89-69,89,69,True
2026,High Point,2272,"Fri, Jan 23",Radford,W 93-83,93,83,True
2026,High Point,2272,"Thu, Jan 29",Presbyterian,W 84-81,84,81,True
2026,High Point,2272,"Sat, Jan 31",Longwood,W 71-59,71,59,True
2026,High Point,2272,"Wed, Feb 4",Charleston So,W 80-55,80,55,True
2026,High Point,2272,"Sat, Feb 7",Radford,W 86-77,86,77,True
2026,High Point,2272,"Thu, Feb 12",SC Upstate,W 95-70,95,70,True
2026,High Point,2272,"Sat, Feb 14",Gardner Webb,W 112-87,112,87,True
2026,High Point,2272,"Thu, Feb 19",UNC Asheville,W 74-48,74,48,True
2026,High Point,2272,"Sat, Feb 21",Winthrop,W 89-87,89,87,True
2026,High Point,2272,"Thu, Feb 26",Presbyterian,W 79-73,79,73,True
2026,High Point,2272,"Fri, Mar 6",Gardner Webb,W 81-59,81,59,True
2026,High Point,2272,"Sat, Mar 7",UNC Asheville,W 75-71,75,71,True
2026,High Point,2272,"Sun, Mar 8",Winthrop,W 91-76,91,76,True
2026,Idaho,70,"Mon, Nov 3",Washington St,W 83-81,83,81,True
2026,Idaho,70,"Fri, Nov 7",Whitman,W 94-49,94,49,True
2026,Idaho,70,"Wed, Nov 12",San Diego,L 78-74,78,74,False
2026,Idaho,70,"Sat, Nov 15",UC San Diego,L 75-67,75,67,False
2026,Idaho,70,"Sat, Nov 22",Eastern Oregon,W 97-68,97,68,True
2026,Idaho,70,"Wed, Nov 26",CS Northridge,W 78-64,78,64,True
2026,Idaho,70,"Fri, Nov 28",Sam Houston St,L 94-68,94,68,False
2026,Idaho,70,"Wed, Dec 3",North Dakota,W 90-58,90,58,True
2026,Idaho,70,"Sat, Dec 6",S Dakota St,W 84-81,84,81,True
2026,Idaho,70,"Wed, Dec 10",Notre Dame,L 80-65,80,65,False
2026,Idaho,70,"Sun, Dec 14",Evergreen State,W 109-55,109,55,True
2026,Idaho,70,"Tue, Dec 23",CS Bakersfield,L 64-63,64,63,False
2026,Idaho,70,"Sat, Jan 3",E Washington,W 84-81,84,81,True
2026,Idaho,70,"Thu, Jan 8",Montana,L 79-73,79,73,False
2026,Idaho,70,"Sat, Jan 10",Montana St,W 92-89,92,89,True
2026,Idaho,70,"Thu, Jan 15",Idaho St,L 76-68,76,68,False
2026,Idaho,70,"Sat, Jan 17",Weber St,W 75-67,75,67,True
2026,Idaho,70,"Thu, Jan 22",CS Sacramento,W 86-76,86,76,True
2026,Idaho,70,"Sat, Jan 24",Portland St,L 69-66,69,66,False
2026,Idaho,70,"Thu, Jan 29",N Colorado,L 91-83,91,83,False
2026,Idaho,70,"Sat, Jan 31",Northern Arizona,W 79-62,79,62,True
2026,Idaho,70,"Thu, Feb 5",Montana St,L 73-66,73,66,False
2026,Idaho,70,"Sat, Feb 7",Montana,L 73-68,73,68,False
2026,Idaho,70,"Thu, Feb 12",Weber St,L 83-72,83,72,False
2026,Idaho,70,"Sat, Feb 14",Idaho St,W 99-69,99,69,True
2026,Idaho,70,"Thu, Feb 19",Portland St,L 77-67,77,67,False
2026,Idaho,70,"Sat, Feb 21",CS Sacramento,W 86-80,86,80,True
2026,Idaho,70,"Thu, Feb 26",Northern Arizona,W 78-58,78,58,True
2026,Idaho,70,"Sat, Feb 28",N Colorado,L 76-67,76,67,False
2026,Idaho,70,"Mon, Mar 2",E Washington,W 85-81,85,81,True
2026,Idaho,70,"Sat, Mar 7",CS Sacramento,W 68-45,68,45,True
2026,Idaho,70,"Sun, Mar 8",Montana St,W 78-74,78,74,True
2026,Idaho,70,"Tue, Mar 10",E Washington,W 81-68,81,68,True
2026,Idaho,70,"Wed, Mar 11",Montana,W 77-66,77,66,True
2026,N Dakota St,2449,"Mon, Nov 3",Oregon St,L 67-65,67,65,False
2026,N Dakota St,2449,"Wed, Nov 5",UC Davis,L 80-68,80,68,False
2026,N Dakota St,2449,"Tue, Nov 11",CS Northridge,W 90-68,90,68,True
2026,N Dakota St,2449,"Wed, Nov 12",St. Scholastica,W 111-38,111,38,True
2026,N Dakota St,2449,"Mon, Nov 17",S Illinois,W 92-85,92,85,True
2026,N Dakota St,2449,"Wed, Nov 19",Jamestown,W 82-67,82,67,True
2026,N Dakota St,2449,"Wed, Nov 26",Jacksonville St,W 56-43,56,43,True
2026,N Dakota St,2449,"Wed, Dec 3",Montana,W 81-72,81,72,True
2026,N Dakota St,2449,"Sat, Dec 6",Northern Arizona,W 69-68,69,68,True
2026,N Dakota St,2449,"Thu, Dec 11",CS Bakersfield,W 80-69,80,69,True
2026,N Dakota St,2449,"Sat, Dec 13",Drake,W 99-94,99,94,True
2026,N Dakota St,2449,"Mon, Dec 15",Minnesota Crookston,W 101-67,101,67,True
2026,N Dakota St,2449,"Sun, Dec 21",UC Irvine,L 74-73,74,73,False
2026,N Dakota St,2449,"Mon, Dec 22",UTEP,L 76-66,76,66,False
2026,N Dakota St,2449,"Wed, Dec 31",South Dakota,W 84-61,84,61,True
2026,N Dakota St,2449,"Thu, Jan 8",Missouri KC,W 97-73,97,73,True
2026,N Dakota St,2449,"Sat, Jan 10",NE Omaha,W 78-76,78,76,True
2026,N Dakota St,2449,"Wed, Jan 14",S Dakota St,W 76-65,76,65,True
2026,N Dakota St,2449,"Sat, Jan 17",St. Thomas-Minnesota,W 68-65,68,65,True
2026,N Dakota St,2449,"Thu, Jan 22",Denver,W 82-77,82,77,True
2026,N Dakota St,2449,"Sat, Jan 24",Oral Roberts,W 86-58,86,58,True
2026,N Dakota St,2449,"Thu, Feb 5",Denver,L 78-71,78,71,False
2026,N Dakota St,2449,"Sat, Feb 7",NE Omaha,W 92-84,92,84,True
2026,N Dakota St,2449,"Sat, Feb 14",North Dakota,W 83-66,83,66,True
2026,N Dakota St,2449,"Wed, Feb 18",S Dakota St,W 74-66,74,66,True
2026,N Dakota St,2449,"Sat, Feb 21",Missouri KC,W 95-59,95,59,True
2026,N Dakota St,2449,"Thu, Feb 26",St. Thomas-Minnesota,L 84-62,84,62,False
2026,N Dakota St,2449,"Sat, Feb 28",North Dakota,W 96-63,96,63,True
2026,N Dakota St,2449,"Thu, Mar 5",Oral Roberts,W 76-65,76,65,True
2026,N Dakota St,2449,"Sat, Mar 7",NE Omaha,W 74-50,74,50,True
2026,N Dakota St,2449,"Sun, Mar 8",North Dakota,W 70-62,70,62,True
2026,Queens NC,2511,"Mon, Nov 3",Winthrop,L 81-74,81,74,False
2026,Queens NC,2511,"Wed, Nov 5",Lynchburg,W 87-76,87,76,True
2026,Queens NC,2511,"Sat, Nov 8",Villanova,L 94-74,94,74,False
2026,Queens NC,2511,"Sat, Nov 15",Sacred Heart,W 81-64,81,64,True
2026,Queens NC,2511,"Thu, Nov 20",UNC Greensboro,W 101-94,101,94,True
2026,Queens NC,2511,"Sun, Nov 23",Furman,L 90-79,90,79,False
2026,Queens NC,2511,"Fri, Nov 28",Virginia,L 94-69,94,69,False
2026,Queens NC,2511,"Wed, Dec 3",Gardner Webb,W 107-74,107,74,True
2026,Queens NC,2511,"Fri, Dec 12",S Carolina St,W 102-78,102,78,True
2026,Queens NC,2511,"Sun, Dec 14",Wake Forest,L 111-73,111,73,False
2026,Queens NC,2511,"Tue, Dec 16",Arkansas,L 108-80,108,80,False
2026,Queens NC,2511,"Mon, Dec 29",Auburn,L 106-65,106,65,False
