season,team,espn_team_id,date,opponent,result,team_score,opp_score,is_win
2026,UCLA,26,"Fri, Nov 7",Pepperdine,W 74-63,74,63,True
2026,UCLA,26,"Mon, Nov 10",West Georgia,W 83-62,83,62,True
2026,UCLA,26,"Fri, Nov 14",Arizona,L 69-65,69,65,False
2026,UCLA,26,"Tue, Nov 18",CS Sacramento,W 79-48,79,48,True
2026,UCLA,26,"Fri, Nov 21",Presbyterian,W 86-46,86,46,True
2026,UCLA,26,"Tue, Nov 25",California,L 80-72,80,72,False
2026,UCLA,26,"Wed, Dec 3",Washington,W 82-80,82,80,True
2026,UCLA,26,"Sat, Dec 6",Oregon,W 74-63,74,63,True
2026,UCLA,26,"Sat, Dec 13",Gonzaga,L 82-72,82,72,False
2026,UCLA,26,"Wed, Dec 17",Arizona St,W 90-77,90,77,True
2026,UCLA,26,"Fri, Dec 19",Cal Poly,W 108-87,108,87,True
2026,UCLA,26,"Tue, Dec 23",UC Riverside,W 97-65,97,65,True
2026,UCLA,26,"Sat, Jan 3",Iowa,L 74-61,74,61,False
2026,UCLA,26,"Tue, Jan 6",Wisconsin,L 80-72,80,72,False
2026,UCLA,26,"Sat, Jan 10",Maryland,W 67-55,67,55,True
2026,UCLA,26,"Wed, Jan 14",Penn St,W 71-60,71,60,True
2026,UCLA,26,"Sat, Jan 17",Ohio St,L 86-74,86,74,False
2026,UCLA,26,"Tue, Jan 20",Purdue,W 69-67,69,67,True
2026,UCLA,26,"Sat, Jan 24",Northwestern,W 71-64,71,64,True
2026,UCLA,26,"Wed, Jan 28",Oregon,W 73-57,73,57,True
2026,UCLA,26,"Tue, Feb 3",Rutgers,W 98-66,98,66,True
2026,UCLA,26,"Sat, Feb 7",Washington,W 77-73,77,73,True
2026,UCLA,26,"Sat, Feb 14",Michigan,L 86-56,86,56,False
2026,UCLA,26,"Tue, Feb 17",Michigan St,L 82-59,82,59,False
2026,UCLA,26,"Tue, Feb 24",USC,W 81-62,81,62,True
2026,UCLA,26,"Sat, Feb 28",Minnesota,L 78-73,78,73,False
2026,UCLA,26,"Tue, Mar 3",Nebraska,W 72-52,72,52,True
2026,UCLA,26,"Sat, Mar 7",USC,W 89-68,89,68,True
2026,UCLA,26,"Thu, Mar 12",Rutgers,W 72-59,72,59,True
2026,UCLA,26,"Fri, Mar 13",Michigan St,W 88-84,88,84,True
2026,UCLA,26,"Sat, Mar 14",Purdue,L 73-66,73,66,False
2026,Ohio St,194,"Mon, Nov 3",IUPUI,W 118-102,118,102,True
2026,Ohio St,194,"Fri, Nov 7",PFW,W 94-68,94,68,True
2026,Ohio St,194,"Tue, Nov 11",Appalachian St,W 75-53,75,53,True
2026,Ohio St,194,"Sun, Nov 16",Notre Dame,W 64-63,64,63,True
2026,Ohio St,194,"Thu, Nov 20",W Michigan,W 91-58,91,58,True
2026,Ohio St,194,"Tue, Nov 25",Mt St Mary's,W 113-60,113,60,True
2026,Ohio St,194,"Fri, Nov 28",Pittsburgh,L 67-66,67,66,False
2026,Ohio St,194,"Sat, Dec 6",Northwestern,W 86-82,86,82,True
2026,Ohio St,194,"Tue, Dec 9",Illinois,L 88-80,88,80,False
2026,Ohio St,194,"Sat, Dec 20",North Carolina,L 71-70,71,70,False
2026,Ohio St,194,"Tue, Dec 23",Grambling,W 89-63,89,63,True
2026,Ohio St,194,"Fri, Jan 2",Rutgers,W 80-73,80,73,True
2026,Ohio St,194,"Mon, Jan 5",Nebraska,L 72-69,72,69,False
2026,Ohio St,194,"Thu, Jan 8",Oregon,W 72-62,72,62,True
2026,Ohio St,194,"Sun, Jan 11",Washington,L 81-74,81,74,False
2026,Ohio St,194,"Sat, Jan 17",UCLA,W 86-74,86,74,True
2026,Ohio St,194,"Fri, Jan 23",Michigan,L 74-62,74,62,False
2026,Ohio St,194,"Mon, Jan 26",Penn St,W 84-78,84,78,True
2026,Ohio St,194,"Sat, Jan 31",Wisconsin,L 92-82,92,82,False
2026,Ohio St,194,"Thu, Feb 5",Maryland,W 82-62,82,62,True
2026,Ohio St,194,"Sun, Feb 8",Michigan,L 82-61,82,61,False
2026,Ohio St,194,"Wed, Feb 11",USC,W 89-82,89,82,True
2026,Ohio St,194,"Sat, Feb 14",Virginia,L 70-66,70,66,False
2026,Ohio St,194,"Tue, Feb 17",Wisconsin,W 86-69,86,69,True
2026,Ohio St,194,"Sun, Feb 22",Michigan St,L 66-60,66,60,False
2026,Ohio St,194,"Wed, Feb 25",Iowa,L 74-57,74,57,False
2026,Ohio St,194,"Sun, Mar 1",Purdue,W 82-74,82,74,True
2026,Ohio St,194,"Wed, Mar 4",Penn St,W 94-62,94,62,True
2026,Ohio St,194,"Sat, Mar 7",Indiana,W 91-78,91,78,True
2026,Ohio St,194,"Thu, Mar 12",Iowa,W 72-69,72,69,True
2026,Ohio St,194,"Fri, Mar 13",Michigan,L 71-67,71,67,False
2026,Villanova,222,"Mon, Nov 3",BYU,L 71-66,71,66,False
2026,Villanova,222,"Sat, Nov 8",Queens NC,W 94-74,94,74,True
2026,Villanova,222,"Tue, Nov 11",Sacred Heart,W 94-60,94,60,True
2026,Villanova,222,"Sat, Nov 15",Duquesne,W 87-77,87,77,True
2026,Villanova,222,"Wed, Nov 19",La Salle,W 70-55,70,55,True
2026,Villanova,222,"Tue, Nov 25",Old Dominion,W 89-75,89,75,True
2026,Villanova,222,"Mon, Dec 1",Temple,W 74-56,74,56,True
2026,Villanova,222,"Sat, Dec 6",Penn,W 90-63,90,63,True
2026,Villanova,222,"Tue, Dec 9",Michigan,L 89-61,89,61,False
2026,Villanova,222,"Sat, Dec 13",Pittsburgh,W 79-61,79,61,True
2026,Villanova,222,"Tue, Dec 23",Seton Hall,W 64-56,64,56,True
2026,Villanova,222,"Wed, Dec 31",DePaul,W 71-66,71,66,True
2026,Villanova,222,"Sat, Jan 3",Butler,W 85-67,85,67,True
2026,Villanova,222,"Wed, Jan 7",Creighton,L 76-72,76,72,False
2026,Villanova,222,"Sat, Jan 10",Marquette,W 76-73,76,73,True
2026,Villanova,222,"Tue, Jan 13",Providence,W 88-82,88,82,True
2026,Villanova,222,"Sat, Jan 17",St John's,L 86-79,86,79,False
2026,Villanova,222,"Wed, Jan 21",Georgetown,W 66-51,66,51,True
2026,Villanova,222,"Fri, Jan 30",Providence,W 87-73,87,73,True
2026,Villanova,222,"Wed, Feb 4",Seton Hall,W 72-60,72,60,True
2026,Villanova,222,"Sat, Feb 7",Georgetown,W 80-73,80,73,True
2026,Villanova,222,"Tue, Feb 10",Marquette,W 77-74,77,74,True
2026,Villanova,222,"Sat, Feb 14",Creighton,W 80-69,80,69,True
2026,Villanova,222,"Sat, Feb 21",Connecticut,L 73-63,73,63,False
2026,Villanova,222,"Wed, Feb 25",Butler,W 82-73,82,73,True
2026,Villanova,222,"Sat, Feb 28",St John's,L 89-57,89,57,False
2026,Villanova,222,"Wed, Mar 4",DePaul,W 76-57,76,57,True
2026,Villanova,222,"Sat, Mar 7",Xavier,W 91-78,91,78,True
2026,Villanova,222,"Thu, Mar 12",Georgetown,L 78-64,78,64,False
2026,Vanderbilt,238,"Mon, Nov 3",Lipscomb,W 105-61,105,61,True
2026,Vanderbilt,238,"Sat, Nov 8",UCF,W 105-93,105,93,True
2026,Vanderbilt,238,"Wed, Nov 12",E Kentucky,W 92-62,92,62,True
2026,Vanderbilt,238,"Sat, Nov 15",Ark Pine Bluff,W 104-75,104,75,True
2026,Vanderbilt,238,"Thu, Nov 20",TX Southern,W 109-74,109,74,True
2026,Vanderbilt,238,"Wed, Nov 26",WKU,W 83-78,83,78,True
2026,Vanderbilt,238,"Thu, Nov 27",VCU,W 89-74,89,74,True
2026,Vanderbilt,238,"Fri, Nov 28",St Mary's CA,W 96-71,96,71,True
2026,Vanderbilt,238,"Wed, Dec 3",SMU,W 88-69,88,69,True
2026,Vanderbilt,238,"Sat, Dec 13",Cent Arkansas,W 83-72,83,72,True
2026,Vanderbilt,238,"Sun, Dec 21",Wake Forest,W 98-67,98,67,True
2026,Vanderbilt,238,"Mon, Dec 29",New Haven,W 96-53,96,53,True
2026,Vanderbilt,238,"Sat, Jan 3",South Carolina,W 83-71,83,71,True
2026,Vanderbilt,238,"Wed, Jan 7",Alabama,W 96-90,96,90,True
2026,Vanderbilt,238,"Sat, Jan 10",LSU,W 84-73,84,73,True
2026,Vanderbilt,238,"Wed, Jan 14",Texas,L 80-64,80,64,False
2026,Vanderbilt,238,"Sat, Jan 17",Florida,L 98-94,98,94,False
2026,Vanderbilt,238,"Tue, Jan 20",Arkansas,L 93-68,93,68,False
2026,Vanderbilt,238,"Sat, Jan 24",Mississippi St,W 88-56,88,56,True
2026,Vanderbilt,238,"Tue, Jan 27",Kentucky,W 80-55,80,55,True
2026,Vanderbilt,238,"Sat, Jan 31",Mississippi,W 71-68,71,68,True
2026,Vanderbilt,238,"Sat, Feb 7",Oklahoma,L 92-91,92,91,False
2026,Vanderbilt,238,"Tue, Feb 10",Auburn,W 84-76,84,76,True
2026,Vanderbilt,238,"Sat, Feb 14",Texas A&M,W 82-69,82,69,True
2026,Vanderbilt,238,"Wed, Feb 18",Missouri,L 81-80,81,80,False
2026,Vanderbilt,238,"Sat, Feb 21",Tennessee,L 69-65,69,65,False
2026,Vanderbilt,238,"Wed, Feb 25",Georgia,W 88-80,88,80,True
2026,Vanderbilt,238,"Sat, Feb 28",Kentucky,L 91-77,91,77,False
2026,Vanderbilt,238,"Sat, Mar 7",Tennessee,W 86-82,86,82,True
2026,Vanderbilt,238,"Fri, Mar 13",Tennessee,W 75-68,75,68,True
2026,Vanderbilt,238,"Sat, Mar 14",Florida,W 91-74,91,74,True
2026,Vanderbilt,238,"Sun, Mar 15",Arkansas,L 86-75,86,75,False
2026,St John's,2599,"Mon, Nov 3",Quinnipiac,W 108-74,108,74,True
2026,St John's,2599,"Sat, Nov 8",Alabama,L 103-96,103,96,False
2026,St John's,2599,"Sat, Nov 15",William & Mary,W 93-60,93,60,True
2026,St John's,2599,"Thu, Nov 20",Bucknell,W 97-49,97,49,True
2026,St John's,2599,"Mon, Nov 24",Iowa St,L 83-82,83,82,False
2026,St John's,2599,"Tue, Nov 25",Baylor,W 96-81,96,81,True
2026,St John's,2599,"Wed, Nov 26",Auburn,L 85-74,85,74,False
2026,St John's,2599,"Sat, Dec 6",Mississippi,W 63-58,63,58,True
2026,St John's,2599,"Sat, Dec 13",Iona,W 91-64,91,64,True
2026,St John's,2599,"Tue, Dec 16",DePaul,W 79-66,79,66,True
2026,St John's,2599,"Sat, Dec 20",Kentucky,L 78-66,78,66,False
2026,St John's,2599,"Tue, Dec 23",Harvard,W 85-59,85,59,True
2026,St John's,2599,"Wed, Dec 31",Georgetown,W 95-83,95,83,True
2026,St John's,2599,"Sat, Jan 3",Providence,L 77-71,77,71,False
2026,St John's,2599,"Tue, Jan 6",Butler,W 84-70,84,70,True
2026,St John's,2599,"Sat, Jan 10",Creighton,W 90-73,90,73,True
2026,St John's,2599,"Tue, Jan 13",Marquette,W 92-68,92,68,True
2026,St John's,2599,"Sat, Jan 17",Villanova,W 86-79,86,79,True
2026,St John's,2599,"Tue, Jan 20",Seton Hall,W 65-60,65,60,True
2026,St John's,2599,"Sat, Jan 24",Xavier,W 88-83,88,83,True
2026,St John's,2599,"Wed, Jan 28",Butler,W 92-70,92,70,True
2026,St John's,2599,"Tue, Feb 3",DePaul,W 68-56,68,56,True
2026,St John's,2599,"Fri, Feb 6",Connecticut,W 81-72,81,72,True
2026,St John's,2599,"Sat, Feb 14",Providence,W 79-69,79,69,True
2026,St John's,2599,"Wed, Feb 18",Marquette,W 76-70,76,70,True
2026,St John's,2599,"Sat, Feb 21",Creighton,W 81-52,81,52,True
2026,St John's,2599,"Wed, Feb 25",Connecticut,L 72-40,72,40,False
2026,St John's,2599,"Sat, Feb 28",Villanova,W 89-57,89,57,True
2026,St John's,2599,"Tue, Mar 3",Georgetown,W 72-69,72,69,True
2026,St John's,2599,"Fri, Mar 6",Seton Hall,W 72-65,72,65,True
2026,St John's,2599,"Thu, Mar 12",Providence,W 85-72,85,72,True
2026,St John's,2599,"Fri, Mar 13",Seton Hall,W 78-68,78,68,True
2026,St John's,2599,"Sat, Mar 14",Connecticut,W 72-52,72,52,True
2026,Nebraska,158,"Mon, Nov 3",West Georgia,W 86-53,86,53,True
2026,Nebraska,158,"Sat, Nov 8",Florida Intl,W 96-66,96,66,True
2026,Nebraska,158,"Tue, Nov 11",MD E Shore,W 69-50,69,50,True
2026,Nebraska,158,"Sat, Nov 15",Oklahoma,W 105-99,105,99,True
2026,Nebraska,158,"Thu, Nov 20",New Mexico,W 84-72,84,72,True
2026,Nebraska,158,"Fri, Nov 21",Kansas St,W 86-85,86,85,True
2026,Nebraska,158,"Tue, Nov 25",Winthrop,W 80-73,80,73,True
2026,Nebraska,158,"Sat, Nov 29",SC Upstate,W 72-63,72,63,True
2026,Nebraska,158,"Sun, Dec 7",Creighton,W 71-50,71,50,True
2026,Nebraska,158,"Wed, Dec 10",Wisconsin,W 90-60,90,60,True
2026,Nebraska,158,"Sat, Dec 13",Illinois,W 83-80,83,80,True
2026,Nebraska,158,"Sun, Dec 21",North Dakota,W 78-55,78,55,True
2026,Nebraska,158,"Tue, Dec 30",New Hampshire,W 86-55,86,55,True
2026,Nebraska,158,"Fri, Jan 2",Michigan St,W 58-56,58,56,True
2026,Nebraska,158,"Mon, Jan 5",Ohio St,W 72-69,72,69,True
2026,Nebraska,158,"Sat, Jan 10",Indiana,W 83-77,83,77,True
2026,Nebraska,158,"Tue, Jan 13",Oregon,W 90-55,90,55,True
2026,Nebraska,158,"Sat, Jan 17",Northwestern,W 77-58,77,58,True
2026,Nebraska,158,"Wed, Jan 21",Washington,W 76-66,76,66,True
2026,Nebraska,158,"Sat, Jan 24",Minnesota,W 76-57,76,57,True
2026,Nebraska,158,"Tue, Jan 27",Michigan,L 75-72,75,72,False
2026,Nebraska,158,"Sun, Feb 1",Illinois,L 78-69,78,69,False
2026,Nebraska,158,"Sat, Feb 7",Rutgers,W 80-68,80,68,True
2026,Nebraska,158,"Sat, Feb 14",Northwestern,W 68-49,68,49,True
2026,Nebraska,158,"Tue, Feb 17",Iowa,L 57-52,57,52,False
2026,Nebraska,158,"Sat, Feb 21",Penn St,W 87-64,87,64,True
2026,Nebraska,158,"Wed, Feb 25",Maryland,W 74-61,74,61,True
2026,Nebraska,158,"Sat, Feb 28",USC,W 82-67,82,67,True
2026,Nebraska,158,"Tue, Mar 3",UCLA,L 72-52,72,52,False
2026,Nebraska,158,"Fri, Mar 13",Purdue,L 74-58,74,58,False
2026,BYU,252,"Mon, Nov 3",Villanova,W 71-66,71,66,True
2026,BYU,252,"Sat, Nov 8",Holy Cross,W 98-53,98,53,True
2026,BYU,252,"Tue, Nov 11",Delaware,W 85-68,85,68,True
2026,BYU,252,"Sat, Nov 15",Connecticut,L 86-84,86,84,False
2026,BYU,252,"Fri, Nov 21",Wisconsin,W 98-70,98,70,True
2026,BYU,252,"Thu, Nov 27",Miami FL,W 72-62,72,62,True
2026,BYU,252,"Fri, Nov 28",Dayton,W 83-79,83,79,True
2026,BYU,252,"Wed, Dec 3",Cal Baptist,W 91-60,91,60,True
2026,BYU,252,"Tue, Dec 9",Clemson,W 67-64,67,64,True
2026,BYU,252,"Sat, Dec 13",UC Riverside,W 100-53,100,53,True
2026,BYU,252,"Tue, Dec 16",Pacific,W 93-57,93,57,True
2026,BYU,252,"Fri, Dec 19",Abilene Chr,W 85-67,85,67,True
2026,BYU,252,"Mon, Dec 22",E Washington,W 109-81,109,81,True
2026,BYU,252,"Sat, Jan 3",Kansas St,W 83-73,83,73,True
2026,BYU,252,"Wed, Jan 7",Arizona St,W 104-76,104,76,True
2026,BYU,252,"Sat, Jan 10",Utah,W 89-84,89,84,True
2026,BYU,252,"Wed, Jan 14",TCU,W 76-70,76,70,True
2026,BYU,252,"Sat, Jan 17",Texas Tech,L 84-71,84,71,False
2026,BYU,252,"Sat, Jan 24",Utah,W 91-78,91,78,True
2026,BYU,252,"Mon, Jan 26",Arizona,L 86-83,86,83,False
2026,BYU,252,"Sat, Jan 31",Kansas,L 90-82,90,82,False
2026,BYU,252,"Wed, Feb 4",Oklahoma St,L 99-92,99,92,False
2026,BYU,252,"Sat, Feb 7",Houston,L 77-66,77,66,False
2026,BYU,252,"Tue, Feb 10",Baylor,W 99-94,99,94,True
2026,BYU,252,"Wed, Feb 18",Arizona,L 75-68,75,68,False
2026,BYU,252,"Sat, Feb 21",Iowa St,W 79-69,79,69,True
2026,BYU,252,"Tue, Feb 24",UCF,L 97-84,97,84,False
2026,BYU,252,"Sat, Feb 28",West Virginia,L 79-71,79,71,False
2026,BYU,252,"Tue, Mar 3",Cincinnati,L 90-68,90,68,False
2026,BYU,252,"Sat, Mar 7",Texas Tech,W 82-76,82,76,True
2026,BYU,252,"Tue, Mar 10",Kansas St,W 105-91,105,91,True
2026,BYU,252,"Wed, Mar 11",West Virginia,W 68-48,68,48,True
2026,BYU,252,"Thu, Mar 12",Houston,L 73-66,73,66,False
2026,Texas,251,"Tue, Nov 4",Duke,L 75-60,75,60,False
2026,Texas,251,"Sat, Nov 8",Lafayette,W 97-60,97,60,True
2026,Texas,251,"Wed, Nov 12",F Dickinson,W 93-58,93,58,True
2026,Texas,251,"Sat, Nov 15",Missouri KC,W 71-55,71,55,True
2026,Texas,251,"Tue, Nov 18",Rider,W 99-65,99,65,True
2026,Texas,251,"Mon, Nov 24",Arizona St,L 87-86,87,86,False
2026,Texas,251,"Tue, Nov 25",Chaminade,W 119-78,119,78,True
2026,Texas,251,"Wed, Nov 26",NC State,W 102-97,102,97,True
2026,Texas,251,"Wed, Dec 3",Virginia,L 88-69,88,69,False
2026,Texas,251,"Mon, Dec 8",Southern Univ,W 95-69,95,69,True
2026,Texas,251,"Fri, Dec 12",Connecticut,L 71-63,71,63,False
2026,Texas,251,"Tue, Dec 16",Le Moyne,W 95-53,95,53,True
2026,Texas,251,"Mon, Dec 22",MD E Shore,W 94-71,94,71,True
2026,Texas,251,"Tue, Jan 6",Tennessee,L 85-71,85,71,False
2026,Texas,251,"Sat, Jan 10",Alabama,W 92-88,92,88,True
2026,Texas,251,"Wed, Jan 14",Vanderbilt,W 80-64,80,64,True
2026,Texas,251,"Sat, Jan 17",Texas A&M,L 74-70,74,70,False
2026,Texas,251,"Wed, Jan 21",Kentucky,L 85-80,85,80,False
2026,Texas,251,"Sat, Jan 24",Georgia,W 87-67,87,67,True
2026,Texas,251,"Wed, Jan 28",Auburn,L 88-82,88,82,False
2026,Texas,251,"Sat, Jan 31",Oklahoma,W 79-69,79,69,True
2026,Texas,251,"Tue, Feb 3",South Carolina,W 84-75,84,75,True
2026,Texas,251,"Sat, Feb 7",Mississippi,W 79-68,79,68,True
2026,Texas,251,"Sat, Feb 14",Missouri,W 85-68,85,68,True
2026,Texas,251,"Tue, Feb 17",LSU,W 88-85,88,85,True
2026,Texas,251,"Sat, Feb 21",Georgia,L 91-80,91,80,False
2026,Texas,251,"Wed, Feb 25",Florida,L 84-71,84,71,False
2026,Texas,251,"Sat, Feb 28",Texas A&M,W 76-70,76,70,True
2026,Texas,251,"Wed, Mar 4",Arkansas,L 105-85,105,85,False
2026,Texas,251,"Wed, Mar 11",Mississippi,L 76-66,76,66,False
2026,Iowa,2294,"Tue, Nov 4",Robert Morris,W 101-69,101,69,True
2026,Iowa,2294,"Fri, Nov 7",W Illinois,W 77-58,77,58,True
2026,Iowa,2294,"Fri, Nov 14",Xavier,W 81-62,81,62,True
2026,Iowa,2294,"Tue, Nov 18",SE Missouri St,W 99-70,99,70,True
2026,Iowa,2294,"Thu, Nov 20",Chicago St,W 93-54,93,54,True
2026,Iowa,2294,"Tue, Nov 25",Mississippi,W 74-69,74,69,True
2026,Iowa,2294,"Wed, Nov 26",Grand Canyon,W 59-46,59,46,True
2026,Iowa,2294,"Tue, Dec 2",Michigan St,L 71-52,71,52,False
2026,Iowa,2294,"Sat, Dec 6",Maryland,W 83-64,83,64,True
2026,Iowa,2294,"Thu, Dec 11",Iowa St,L 66-62,66,62,False
2026,Iowa,2294,"Sun, Dec 14",W Michigan,W 91-51,91,51,True
2026,Iowa,2294,"Sat, Dec 20",Bucknell,W 94-39,94,39,True
2026,Iowa,2294,"Mon, Dec 29",MA Lowell,W 90-62,90,62,True
2026,Iowa,2294,"Sat, Jan 3",UCLA,W 74-61,74,61,True
2026,Iowa,2294,"Tue, Jan 6",Minnesota,L 70-67,70,67,False
2026,Iowa,2294,"Sun, Jan 11",Illinois,L 75-69,75,69,False
2026,Iowa,2294,"Wed, Jan 14",Purdue,L 79-72,79,72,False
2026,Iowa,2294,"Sat, Jan 17",Indiana,W 74-57,74,57,True
2026,Iowa,2294,"Tue, Jan 20",Rutgers,W 68-62,68,62,True
2026,Iowa,2294,"Wed, Jan 28",USC,W 73-72,73,72,True
2026,Iowa,2294,"Sun, Feb 1",Oregon,W 84-66,84,66,True
2026,Iowa,2294,"Wed, Feb 4",Washington,W 84-74,84,74,True
2026,Iowa,2294,"Sun, Feb 8",Northwestern,W 76-70,76,70,True
2026,Iowa,2294,"Wed, Feb 11",Maryland,L 77-70,77,70,False
2026,Iowa,2294,"Sat, Feb 14",Purdue,L 78-57,78,57,False
2026,Iowa,2294,"Tue, Feb 17",Nebraska,W 57-52,57,52,True
2026,Iowa,2294,"Sun, Feb 22",Wisconsin,L 84-71,84,71,False
2026,Iowa,2294,"Wed, Feb 25",Ohio St,W 74-57,74,57,True
2026,Iowa,2294,"Sat, Feb 28",Penn St,L 71-69,71,69,False
2026,Iowa,2294,"Thu, Mar 5",Michigan,L 71-68,71,68,False
2026,Iowa,2294,"Wed, Mar 11",Maryland,W 75-64,75,64,True
2026,Iowa,2294,"Thu, Mar 12",Ohio St,L 72-69,72,69,False
2026,NC State,152,"Mon, Nov 3",NC Central,W 114-66,114,66,True
2026,NC State,152,"Fri, Nov 7",UAB,W 94-70,94,70,True
2026,NC State,152,"Wed, Nov 12",UNC Greensboro,W 110-64,110,64,True
2026,NC State,152,"Mon, Nov 17",VCU,W 85-79,85,79,True
2026,NC State,152,"Mon, Nov 24",Seton Hall,L 85-74,85,74,False
2026,NC State,152,"Tue, Nov 25",Boise St,W 81-70,81,70,True
2026,NC State,152,"Wed, Nov 26",Texas,L 102-97,102,97,False
2026,NC State,152,"Wed, Dec 3",Auburn,L 83-73,83,73,False
2026,NC State,152,"Sat, Dec 6",UNC Asheville,W 75-63,75,63,True
2026,NC State,152,"Wed, Dec 10",Liberty,W 85-45,85,45,True
2026,NC State,152,"Wed, Dec 17",TX Southern,W 108-72,108,72,True
2026,NC State,152,"Sun, Dec 21",Mississippi,W 76-62,76,62,True
2026,NC State,152,"Wed, Dec 31",Wake Forest,W 70-57,70,57,True
2026,NC State,152,"Sat, Jan 3",Virginia,L 76-61,76,61,False
2026,NC State,152,"Tue, Jan 6",Boston College,W 79-71,79,71,True
2026,NC State,152,"Sat, Jan 10",Florida St,W 113-69,113,69,True
2026,NC State,152,"Sat, Jan 17",Georgia Tech,L 78-74,78,74,False
2026,NC State,152,"Sat, Jan 24",Pittsburgh,W 81-72,81,72,True
2026,NC State,152,"Tue, Jan 27",Syracuse,W 88-68,88,68,True
2026,NC State,152,"Sat, Jan 31",Wake Forest,W 96-78,96,78,True
2026,NC State,152,"Tue, Feb 3",SMU,W 84-83,84,83,True
2026,NC State,152,"Sat, Feb 7",Virginia Tech,W 82-73,82,73,True
2026,NC State,152,"Mon, Feb 9",Louisville,L 118-77,118,77,False
2026,NC State,152,"Sat, Feb 14",Miami FL,L 77-76,77,76,False
2026,NC State,152,"Tue, Feb 17",North Carolina,W 82-58,82,58,True
2026,NC State,152,"Tue, Feb 24",Virginia,L 90-61,90,61,False
2026,NC State,152,"Mon, Mar 2",Duke,L 93-64,93,64,False
2026,NC State,152,"Sat, Mar 7",Stanford,L 85-84,85,84,False
2026,NC State,152,"Wed, Mar 11",Pittsburgh,W 98-88,98,88,True
2026,NC State,152,"Thu, Mar 12",Virginia,L 81-74,81,74,False
2026,Miami FL,2390,"Mon, Nov 3",Jacksonville,W 86-69,86,69,True
2026,Miami FL,2390,"Thu, Nov 6",Bethune-Cookman,W 101-61,101,61,True
2026,Miami FL,2390,"Mon, Nov 10",Stetson,W 102-61,102,61,True
2026,Miami FL,2390,"Sun, Nov 16",Florida,L 82-68,82,68,False
2026,Miami FL,2390,"Thu, Nov 20",Elon,W 99-72,99,72,True
2026,Miami FL,2390,"Sun, Nov 23",Delaware St,W 97-41,97,41,True
2026,Miami FL,2390,"Thu, Nov 27",BYU,L 72-62,72,62,False
2026,Miami FL,2390,"Fri, Nov 28",Georgetown,W 78-65,78,65,True
2026,Miami FL,2390,"Tue, Dec 2",Mississippi,W 75-66,75,66,True
2026,Miami FL,2390,"Sat, Dec 6",Southern Miss,W 88-64,88,64,True
2026,Miami FL,2390,"Sat, Dec 13",ULM,W 104-79,104,79,True
2026,Miami FL,2390,"Tue, Dec 16",Florida Intl,W 98-81,98,81,True
2026,Miami FL,2390,"Sun, Dec 21",North Florida,W 105-67,105,67,True
2026,Miami FL,2390,"Tue, Dec 30",Pittsburgh,W 76-69,76,69,True
2026,Miami FL,2390,"Wed, Jan 7",Wake Forest,W 81-77,81,77,True
2026,Miami FL,2390,"Sat, Jan 10",Georgia Tech,W 91-81,91,81,True
2026,Miami FL,2390,"Tue, Jan 13",Notre Dame,W 81-69,81,69,True
2026,Miami FL,2390,"Sat, Jan 17",Clemson,L 69-59,69,59,False
2026,Miami FL,2390,"Tue, Jan 20",Florida St,L 65-63,65,63,False
2026,Miami FL,2390,"Sat, Jan 24",Syracuse,W 85-76,85,76,True
2026,Miami FL,2390,"Wed, Jan 28",Stanford,W 79-70,79,70,True
2026,Miami FL,2390,"Sat, Jan 31",California,L 86-85,86,85,False
2026,Miami FL,2390,"Sat, Feb 7",Boston College,W 74-68,74,68,True
2026,Miami FL,2390,"Tue, Feb 10",North Carolina,W 75-66,75,66,True
2026,Miami FL,2390,"Sat, Feb 14",NC State,W 77-76,77,76,True
2026,Miami FL,2390,"Tue, Feb 17",Virginia Tech,W 67-66,67,66,True
2026,Miami FL,2390,"Sat, Feb 21",Virginia,L 86-83,86,83,False
2026,Miami FL,2390,"Tue, Feb 24",Florida St,W 83-73,83,73,True
2026,Miami FL,2390,"Sat, Feb 28",Boston College,W 76-54,76,54,True
2026,Miami FL,2390,"Wed, Mar 4",SMU,W 77-69,77,69,True
2026,Miami FL,2390,"Sat, Mar 7",Louisville,L 92-89,92,89,False
2026,Miami FL,2390,"Thu, Mar 12",Louisville,W 78-73,78,73,True
2026,Miami FL,2390,"Fri, Mar 13",Virginia,L 84-62,84,62,False
2026,Texas A&M,245,"Mon, Nov 3",Northwestern LA,W 98-68,98,68,True
2026,Texas A&M,245,"Thu, Nov 6",TX Southern,W 104-70,104,70,True
2026,Texas A&M,245,"Sun, Nov 9",Oklahoma St,L 87-63,87,63,False
2026,Texas A&M,245,"Fri, Nov 14",UCF,L 86-74,86,74,False
2026,Texas A&M,245,"Tue, Nov 18",Montana,W 86-81,86,81,True
2026,Texas A&M,245,"Fri, Nov 21",Manhattan,W 109-68,109,68,True
2026,Texas A&M,245,"Tue, Nov 25",MS Valley St,W 120-84,120,84,True
2026,Texas A&M,245,"Fri, Nov 28",Florida St,W 95-59,95,59,True
2026,Texas A&M,245,"Tue, Dec 2",Pittsburgh,W 81-73,81,73,True
2026,Texas A&M,245,"Sun, Dec 14",Jacksonville,W 112-75,112,75,True
2026,Texas A&M,245,"Sun, Dec 21",East Texas A&M,W 118-77,118,77,True
2026,Texas A&M,245,"Mon, Dec 29",Prairie View,W 111-82,111,82,True
