team,year,pre_wc_elo,pre_wc_fifa_rank,fifa_rank_score,last12mo_win_pct,last12mo_goals_for_per_match,last12mo_goals_against_per_match,last12mo_goal_diff_per_match,last12mo_matches_played,days_since_last_match,prior_wc_titles,prior_wc_finals,prior_wc_semifinals,prior_wc_appearances,is_defending_champion,last12mo_avg_possession,last12mo_pass_completion_pct,last12mo_set_piece_success_rate,last12mo_shots_on_target_pct,advanced_stats_source,conf_UEFA,conf_CONMEBOL,conf_CONCACAF,conf_CAF,conf_AFC,conf_OFC,label
Denmark,1986,2050.0,,0.05263157894736842,0.36363636363636365,1.4545454545454546,1.2727272727272727,0.18181818181818182,11.0,15.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
England,1986,2050.0,,0.05263157894736842,0.6923076923076923,2.1538461538461537,0.46153846153846156,1.6923076923076923,13.0,7.0,1.0,1.0,1.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
France,1986,2050.0,,0.05263157894736842,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,6.0,66.0,0.0,0.0,0.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Germany,1986,2050.0,,0.05263157894736842,0.36363636363636365,1.1818181818181819,1.2727272727272727,-0.09090909090909091,11.0,17.0,2.0,4.0,4.0,10.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Hungary,1986,2050.0,,0.05263157894736842,0.8333333333333334,2.1666666666666665,0.5,1.6666666666666667,6.0,76.0,0.0,1.0,1.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Iraq,1986,2050.0,,0.05263157894736842,0.4117647058823529,1.7058823529411764,1.2352941176470589,0.47058823529411764,17.0,55.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Italy,1986,2050.0,,0.05263157894736842,0.42857142857142855,1.2857142857142858,1.1428571428571428,0.14285714285714285,7.0,20.0,2.0,3.0,3.0,10.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Mexico,1986,2050.0,,0.05263157894736842,0.4782608695652174,1.173913043478261,0.7391304347826086,0.43478260869565216,23.0,14.0,0.0,0.0,0.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Morocco,1986,2050.0,,0.05263157894736842,0.3076923076923077,0.8461538461538461,0.6153846153846154,0.23076923076923078,13.0,38.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Northern Ireland,1986,1325.0,,0.05263157894736842,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,6.0,38.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Paraguay,1986,2050.0,,0.05263157894736842,0.5294117647058824,1.7647058823529411,0.7647058823529411,1.0,17.0,80.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Poland,1986,2050.0,,0.05263157894736842,0.1111111111111111,0.5555555555555556,1.3333333333333333,-0.7777777777777778,9.0,15.0,0.0,0.0,0.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Portugal,1986,2050.0,,0.05263157894736842,0.5,1.3333333333333333,1.1666666666666667,0.16666666666666666,6.0,101.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Russia,1986,2050.0,,0.05263157894736842,0.45454545454545453,0.9090909090909091,0.9090909090909091,0.0,11.0,24.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Scotland,1986,1991.0,,0.05263157894736842,0.375,1.0,0.375,0.625,8.0,32.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
South Korea,1986,2050.0,,0.05263157894736842,0.625,2.0,0.875,1.125,16.0,29.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Spain,1986,2050.0,,0.05263157894736842,0.8571428571428571,2.0,0.2857142857142857,1.7142857142857142,7.0,66.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Uruguay,1986,2050.0,,0.05263157894736842,0.16666666666666666,1.0,1.1666666666666667,-0.16666666666666666,6.0,38.0,2.0,2.0,2.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Argentina,1990,2050.0,,0.05263157894736842,0.23076923076923078,0.46153846153846156,0.7692307692307693,-0.3076923076923077,13.0,17.0,2.0,3.0,3.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Austria,1990,2050.0,,0.05263157894736842,0.5454545454545454,1.5454545454545454,0.9090909090909091,0.6363636363636364,11.0,9.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Belgium,1990,2050.0,,0.05263157894736842,0.4,1.7,0.8,0.9,10.0,2.0,0.0,0.0,0.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Brazil,1990,2050.0,,0.05263157894736842,0.5909090909090909,1.6363636363636365,0.6363636363636364,1.0,22.0,26.0,4.0,5.0,5.0,13.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Cameroon,1990,2050.0,,0.05263157894736842,0.6,1.1333333333333333,0.8666666666666667,0.26666666666666666,15.0,91.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Colombia,1990,2050.0,,0.05263157894736842,0.38095238095238093,1.0476190476190477,0.8095238095238095,0.23809523809523808,21.0,6.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Costa Rica,1990,2050.0,,0.05263157894736842,0.5,1.125,1.125,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Czechoslovakia,1990,2050.0,,0.05263157894736842,0.3333333333333333,1.0,0.8888888888888888,0.1111111111111111,9.0,13.0,0.0,2.0,2.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Egypt,1990,2050.0,,0.05263157894736842,0.36,0.72,0.68,0.04,25.0,13.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
England,1990,2050.0,,0.05263157894736842,0.4444444444444444,1.1111111111111112,0.6666666666666666,0.4444444444444444,9.0,6.0,1.0,1.0,1.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Germany,1990,2050.0,,0.05263157894736842,0.5714285714285714,2.142857142857143,1.1428571428571428,1.0,7.0,9.0,2.0,5.0,5.0,11.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,1
Italy,1990,2050.0,,0.05263157894736842,0.375,0.75,0.125,0.625,8.0,9.0,2.0,3.0,3.0,11.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Netherlands,1990,2050.0,,0.05263157894736842,0.375,1.5,1.125,0.375,8.0,5.0,0.0,2.0,2.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Republic of Ireland,1990,2050.0,,0.05263157894736842,0.625,1.5,0.25,1.25,8.0,6.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Romania,1990,2050.0,,0.05263157894736842,0.36363636363636365,1.4545454545454546,1.2727272727272727,0.18181818181818182,11.0,13.0,0.0,0.0,0.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Russia,1990,2050.0,,0.05263157894736842,0.4,1.3,1.0,0.3,10.0,23.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Scotland,1990,1991.0,,0.05263157894736842,0.25,0.875,1.625,-0.75,8.0,11.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
South Korea,1990,2050.0,,0.05263157894736842,0.38461538461538464,1.0,0.8461538461538461,0.15384615384615385,13.0,110.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Spain,1990,2050.0,,0.05263157894736842,0.7142857142857143,1.8571428571428572,0.8571428571428571,1.0,7.0,13.0,0.0,0.0,0.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Sweden,1990,2050.0,,0.05263157894736842,0.5,1.9166666666666667,1.4166666666666667,0.5,12.0,12.0,0.0,2.0,2.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
United Arab Emirates,1990,2050.0,,0.05263157894736842,0.17647058823529413,0.7058823529411765,1.4705882352941178,-0.7647058823529411,17.0,11.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
United States,1990,2050.0,,0.05263157894736842,0.47619047619047616,1.2857142857142858,1.0952380952380953,0.19047619047619047,21.0,6.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Uruguay,1990,2050.0,,0.05263157894736842,0.5,1.4545454545454546,0.6818181818181818,0.7727272727272727,22.0,17.0,2.0,2.0,2.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Yugoslavia,1990,2050.0,,0.05263157894736842,0.4166666666666667,1.1666666666666667,0.8333333333333334,0.3333333333333333,12.0,5.0,0.0,0.0,0.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Argentina,1994,2050.0,8.0,0.125,0.42857142857142855,1.2380952380952381,1.0476190476190477,0.19047619047619047,21.0,13.0,2.0,4.0,4.0,10.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Belgium,1994,2050.0,27.0,0.037037037037037035,0.4,1.2,1.0,0.2,5.0,9.0,0.0,0.0,0.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Bolivia,1994,2050.0,43.0,0.023255813953488372,0.2916666666666667,1.25,1.125,0.125,24.0,6.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Brazil,1994,2050.0,3.0,0.3333333333333333,0.5714285714285714,2.3333333333333335,0.6666666666666666,1.6666666666666667,21.0,5.0,4.0,5.0,5.0,14.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,1
Bulgaria,1994,2050.0,29.0,0.034482758620689655,0.2857142857142857,1.7142857142857142,1.1428571428571428,0.5714285714285714,7.0,14.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Cameroon,1994,2050.0,24.0,0.041666666666666664,0.45454545454545453,1.4545454545454546,0.7272727272727273,0.7272727272727273,11.0,37.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Colombia,1994,2050.0,17.0,0.058823529411764705,0.5217391304347826,1.434782608695652,0.43478260869565216,1.0,23.0,12.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Germany,1994,2050.0,1.0,1.0,0.6666666666666666,2.0833333333333335,0.75,1.3333333333333333,12.0,9.0,3.0,6.0,6.0,12.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Greece,1994,2050.0,31.0,0.03225806451612903,0.3333333333333333,1.1111111111111112,1.4444444444444444,-0.3333333333333333,9.0,12.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Italy,1994,2050.0,4.0,0.25,0.75,1.5,0.5,1.0,8.0,6.0,2.0,3.0,3.0,12.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Mexico,1994,2050.0,16.0,0.0625,0.48148148148148145,2.1481481481481484,0.8518518518518519,1.2962962962962963,27.0,6.0,0.0,0.0,0.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,1.0,0.0,0.0,0.0,0
Morocco,1994,2050.0,28.0,0.03571428571428571,0.5,1.4285714285714286,0.8571428571428571,0.5714285714285714,14.0,16.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Netherlands,1994,2050.0,2.0,0.5,0.7777777777777778,3.111111111111111,0.6666666666666666,2.4444444444444446,9.0,5.0,0.0,2.0,2.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Nigeria,1994,2050.0,11.0,0.09090909090909091,0.47058823529411764,1.9411764705882353,0.8823529411764706,1.0588235294117647,17.0,6.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Norway,1994,2050.0,6.0,0.16666666666666666,0.5,1.5833333333333333,0.6666666666666666,0.9166666666666666,12.0,12.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Republic of Ireland,1994,2050.0,14.0,0.07142857142857142,0.5,1.125,0.875,0.25,8.0,12.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Romania,1994,2050.0,7.0,0.14285714285714285,0.7272727272727273,1.7272727272727273,0.6363636363636364,1.0909090909090908,11.0,5.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Russia,1994,2050.0,19.0,0.05263157894736842,0.4444444444444444,1.5555555555555556,1.3333333333333333,0.2222222222222222,9.0,19.0,0.0,0.0,0.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,1994,2050.0,34.0,0.029411764705882353,0.42857142857142855,1.5238095238095237,1.2857142857142858,0.23809523809523808,21.0,13.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,1.0,0.0,0
South Korea,1994,2050.0,37.0,0.02702702702702703,0.29411764705882354,1.411764705882353,1.1176470588235294,0.29411764705882354,17.0,6.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,1.0,0.0,0
Spain,1994,2050.0,5.0,0.2,0.6666666666666666,2.0,0.8888888888888888,1.1111111111111112,9.0,7.0,0.0,0.0,0.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Sweden,1994,2050.0,10.0,0.1,0.38461538461538464,1.4615384615384615,1.0,0.46153846153846156,13.0,5.0,0.0,2.0,2.0,8.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Switzerland,1994,2050.0,12.0,0.08333333333333333,0.5454545454545454,1.8181818181818181,0.6363636363636364,1.1818181818181819,11.0,6.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
United States,1994,2050.0,23.0,0.043478260869565216,0.4117647058823529,1.4705882352941178,1.088235294117647,0.38235294117647056,34.0,13.0,0.0,0.0,0.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,1.0,0.0,0.0,0.0,0
Argentina,1998,2050.0,6.0,0.16666666666666666,0.6470588235294118,1.6470588235294117,0.5294117647058824,1.1176470588235294,17.0,16.0,2.0,4.0,4.0,11.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Austria,1998,2050.0,31.0,0.03225806451612903,0.75,2.375,0.875,1.5,8.0,8.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Belgium,1998,2050.0,36.0,0.027777777777777776,0.45454545454545453,1.3636363636363635,1.0,0.36363636363636365,11.0,4.0,0.0,0.0,0.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Brazil,1998,2050.0,1.0,1.0,0.8076923076923077,2.4615384615384617,0.5,1.9615384615384615,26.0,7.0,5.0,6.0,6.0,15.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Bulgaria,1998,2050.0,35.0,0.02857142857142857,0.5,1.125,1.125,0.0,8.0,5.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Cameroon,1998,2050.0,49.0,0.02040816326530612,0.4090909090909091,1.2272727272727273,1.0454545454545454,0.18181818181818182,22.0,5.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Chile,1998,2050.0,9.0,0.1111111111111111,0.45,1.6,1.0,0.6,20.0,6.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Colombia,1998,2050.0,10.0,0.1,0.2222222222222222,1.1111111111111112,1.3888888888888888,-0.2777777777777778,18.0,7.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Croatia,1998,2050.0,19.0,0.05263157894736842,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,9.0,4.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Denmark,1998,2050.0,27.0,0.037037037037037035,0.2857142857142857,0.7142857142857143,1.5714285714285714,-0.8571428571428571,7.0,5.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
England,1998,2050.0,5.0,0.2,0.4,1.1,0.4,0.7,10.0,12.0,1.0,1.0,1.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
France,1998,2050.0,18.0,0.05555555555555555,0.5,1.4,1.0,0.4,10.0,5.0,0.0,0.0,0.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,1
Germany,1998,2050.0,2.0,0.5,0.75,2.6666666666666665,0.6666666666666666,2.0,12.0,5.0,3.0,6.0,6.0,13.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Iran,1998,2050.0,,0.05263157894736842,0.2857142857142857,1.619047619047619,1.2380952380952381,0.38095238095238093,21.0,7.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
Italy,1998,2050.0,14.0,0.07142857142857142,0.375,1.25,0.625,0.625,8.0,8.0,2.0,4.0,4.0,13.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Jamaica,1998,2050.0,30.0,0.03333333333333333,0.4,1.3333333333333333,0.6666666666666666,0.6666666666666666,30.0,22.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,1.0,0.0,0.0,0.0,0
Japan,1998,2050.0,12.0,0.08333333333333333,0.43478260869565216,2.0869565217391304,1.0869565217391304,1.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,1.0,0.0,0
Mexico,1998,2050.0,4.0,0.25,0.4230769230769231,1.8461538461538463,1.2307692307692308,0.6153846153846154,26.0,7.0,0.0,0.0,0.0,10.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,1.0,0.0,0.0,0.0,0
Morocco,1998,2050.0,13.0,0.07692307692307693,0.5625,1.5625,0.75,0.8125,16.0,6.0,0.0,0.0,0.0,3.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Netherlands,1998,2050.0,25.0,0.04,0.7142857142857143,2.5714285714285716,0.7142857142857143,1.8571428571428572,7.0,5.0,0.0,2.0,2.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Nigeria,1998,2050.0,74.0,0.013513513513513514,0.2222222222222222,0.5555555555555556,1.5555555555555556,-1.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
Norway,1998,2050.0,7.0,0.14285714285714285,0.7,2.9,0.7,2.2,10.0,14.0,0.0,0.0,0.0,2.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Paraguay,1998,2050.0,29.0,0.034482758620689655,0.2,1.05,1.55,-0.5,20.0,4.0,0.0,0.0,0.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,1.0,0.0,0.0,0.0,0.0,0
Romania,1998,2050.0,22.0,0.045454545454545456,0.6,2.9,1.1,1.8,10.0,4.0,0.0,0.0,0.0,6.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,1998,2050.0,34.0,0.029411764705882353,0.38095238095238093,0.9047619047619048,1.2857142857142858,-0.38095238095238093,21.0,7.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,1.0,0.0,0
Scotland,1998,1991.0,41.0,0.024390243902439025,0.3333333333333333,1.3333333333333333,0.8333333333333334,0.5,6.0,11.0,0.0,0.0,0.0,7.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Serbia,1998,2050.0,,0.05263157894736842,0.5625,2.25,0.75,1.5,16.0,4.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,0.0,0.0,0
South Africa,1998,2050.0,24.0,0.041666666666666664,0.23529411764705882,1.2352941176470589,1.588235294117647,-0.35294117647058826,17.0,4.0,0.0,0.0,0.0,0.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
South Korea,1998,2050.0,20.0,0.05,0.5333333333333333,1.7,0.9,0.8,30.0,6.0,0.0,0.0,0.0,4.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,0.0,1.0,0.0,0
Spain,1998,2050.0,15.0,0.06666666666666667,0.6666666666666666,2.3333333333333335,0.8333333333333334,1.5,6.0,7.0,0.0,0.0,0.0,9.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,1.0,0.0,0.0,0.0,0.0,0.0,0
Tunisia,1998,2050.0,21.0,0.047619047619047616,0.6470588235294118,1.8823529411764706,1.0,0.8823529411764706,17.0,4.0,0.0,0.0,0.0,1.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,0.0,1.0,0.0,0.0,0
United States,1998,2050.0,11.0,0.09090909090909091,0.5,1.3,0.7,0.6,20.0,11.0,0.0,0.0,0.0,5.0,0.0,49.36971726190475,81.19209130563257,25.03166971916972,32.17928776106672,,0.0,0.0,1.0,0.0,0.0,0.0,0
